PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;39;14;28079039_14_6;2018;12;29;09.93;V;02.62;V;02.51;V;02.39;V;03.45;V;14.89;V;16.09;V;14.58;V;07.43;V;04.97;V;18.77;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;1;28079040_1_38;2018;12;29;00009;V;00009;V;00008;V;00008;V;00008;V;00008;V;00007;V;00007;V;00007;V;00007;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;7;28079040_7_8;2018;12;29;00004;V;00003;V;00002;V;00003;V;00002;V;00002;V;00002;V;00003;V;00006;V;00012;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;8;28079040_8_8;2018;12;29;00038;V;00038;V;00030;V;00041;V;00026;V;00021;V;00027;V;00028;V;00032;V;00039;V;00029;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;10;28079040_10_47;2018;12;29;00009;V;00008;V;00009;V;00008;V;00006;V;00007;V;00008;V;00010;V;00011;V;00011;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;12;28079040_12_8;2018;12;29;00044;V;00042;V;00033;V;00046;V;00029;V;00024;V;00030;V;00033;V;00041;V;00057;V;00045;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;7;28079047_7_8;2018;12;29;00028;V;00042;V;00038;V;00021;V;00009;V;00009;V;00014;V;00031;V;00047;V;00060;V;00052;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;8;28079047_8_8;2018;12;29;00053;V;00051;V;00044;V;00037;V;00031;V;00027;V;00028;V;00032;V;00033;V;00035;V;00039;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;9;28079047_9_47;2018;12;29;00010;V;00013;V;00014;V;00014;V;00011;V;00009;V;00010;V;00007;V;00009;V;00015;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2018;12;29;00017;V;00019;V;00021;V;00021;V;00016;V;00013;V;00014;V;00012;V;00014;V;00021;V;00029;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2018;12;29;00095;V;00116;V;00102;V;00069;V;00044;V;00041;V;00050;V;00080;V;00106;V;00126;V;00120;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2018;12;29;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2018;12;29;00023;V;00027;V;00030;V;00032;V;00026;V;00018;V;00020;V;00023;V;00030;V;00034;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2018;12;29;00006;V;00005;V;00003;V;00005;V;00006;V;00007;V;00010;V;00006;V;00004;V;00005;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2018;12;29;00009;V;00009;V;00007;V;00009;V;00008;V;00010;V;00013;V;00008;V;00006;V;00007;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2018;12;29;00025;V;00030;V;00031;V;00034;V;00027;V;00020;V;00021;V;00025;V;00031;V;00039;V;00036;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2018;12;29;00001;V;00001;V;00001;V;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2018;12;29;00027;V;00029;V;00027;V;00023;V;00017;V;00015;V;00022;V;00025;V;00032;V;00031;V;00034;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2018;12;29;00029;V;00031;V;00028;V;00031;V;00019;V;00017;V;00024;V;00026;V;00033;V;00035;V;00045;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2018;12;29;18.54;V;15.61;V;14.98;V;14.98;V;26.65;V;27.17;V;20.66;V;22.88;V;14.76;V;15.41;V;20.58;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2018;12;29;00002;V;00001;V;00001;V;00003;V;00002;V;00005;V;00002;V;00001;V;00003;V;00006;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2018;12;29;00019;V;00020;V;00022;V;00023;V;00025;V;00028;V;00018;V;00023;V;00029;V;00028;V;00019;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2018;12;29;00003;V;00007;V;00004;V;00002;V;00005;V;00002;V;00002;V;00003;V;00008;V;00004;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2018;12;29;00009;V;00012;V;00009;V;00006;V;00009;V;00005;V;00006;V;00008;V;00013;V;00009;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2018;12;29;00021;V;00022;V;00024;V;00026;V;00029;V;00035;V;00021;V;00024;V;00033;V;00037;V;00029;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2018;12;29;00014;V;00006;V;00001;V;00004;V;00001;V;00001;V;00001;V;00001;V;00004;V;00012;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2018;12;29;00063;V;00058;V;00032;V;00043;V;00037;V;00023;V;00023;V;00025;V;00034;V;00042;V;00036;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2018;12;29;00085;V;00067;V;00033;V;00050;V;00039;V;00024;V;00024;V;00027;V;00040;V;00060;V;00053;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2018;12;29;04.94;V;06.55;V;25.52;V;14.39;V;17.96;V;29.18;V;29.34;V;25.65;V;20.10;V;16.80;V;24.46;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2018;12;29;00027;V;00034;V;00012;V;00006;V;00015;V;00004;V;00013;V;00022;V;00035;V;00035;V;00031;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2018;12;29;00060;V;00065;V;00054;V;00043;V;00052;V;00037;V;00044;V;00052;V;00058;V;00053;V;00046;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2018;12;29;00013;V;00015;V;00013;V;00015;V;00018;V;00020;V;00014;V;00015;V;00014;V;00015;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2018;12;29;00101;V;00118;V;00073;V;00052;V;00075;V;00042;V;00064;V;00086;V;00112;V;00107;V;00094;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2018;12;29;000.3;V;000.6;V;000.5;V;000.5;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2018;12;29;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2018;12;29;000.1;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2018;12;29;01.42;V;01.44;V;01.46;V;01.61;V;01.86;V;01.57;V;01.53;V;01.58;V;01.62;V;01.68;V;01.64;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2018;12;29;01.31;V;01.32;V;01.35;V;01.50;V;01.73;V;01.47;V;01.42;V;01.46;V;01.48;V;01.55;V;01.51;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2018;12;29;00.11;V;00.12;V;00.11;V;00.11;V;00.13;V;00.10;V;00.10;V;00.12;V;00.13;V;00.13;V;00.13;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2018;12;29;000.7;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.6;V;000.6;V;000.5;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2018;12;29;00096;V;00044;V;00028;V;00012;V;00011;V;00028;V;00057;V;00071;V;00095;V;00124;V;00073;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2018;12;29;00075;V;00056;V;00047;V;00035;V;00033;V;00037;V;00045;V;00048;V;00054;V;00063;V;00050;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2018;12;29;00221;V;00124;V;00090;V;00053;V;00050;V;00080;V;00133;V;00157;V;00199;V;00254;V;00163;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2018;12;29;03.39;V;04.34;V;03.54;V;05.97;V;07.40;V;04.35;V;03.23;V;03.18;V;03.27;V;04.31;V;08.30;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2018;12;29;00016;V;00015;V;00015;V;00013;V;00012;V;00012;V;00011;V;00010;V;00010;V;00009;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2018;12;29;000.2;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2018;12;29;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00006;V;00012;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2018;12;29;00021;V;00032;V;00024;V;00026;V;00033;V;00037;V;00024;V;00029;V;00037;V;00041;V;00033;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2018;12;29;00004;V;00007;V;00003;V;00007;V;00006;V;00006;V;00004;V;00006;V;00012;V;00017;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2018;12;29;00022;V;00034;V;00026;V;00027;V;00034;V;00039;V;00026;V;00038;V;00045;V;00060;V;00056;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2018;12;29;00002;V;00003;V;00003;V;00002;V;00002;V;00002;V;00004;V;00008;V;00009;V;00012;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2018;12;29;00014;V;00013;V;00011;V;00008;V;00007;V;00007;V;00008;V;00010;V;00011;V;00009;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2018;12;29;00018;V;00017;V;00015;V;00011;V;00010;V;00010;V;00015;V;00022;V;00025;V;00027;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2018;12;29;03.53;V;13.01;V;03.51;V;04.94;V;09.25;V;05.39;V;05.98;V;02.46;V;02.27;V;05.29;V;10.28;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2018;12;29;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00010;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2018;12;29;00021;V;00023;V;00020;V;00016;V;00019;V;00015;V;00027;V;00015;V;00016;V;00027;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2018;12;29;00023;V;00024;V;00021;V;00017;V;00020;V;00016;V;00030;V;00016;V;00017;V;00042;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2018;12;29;30.89;V;22.94;V;21.81;V;22.23;V;15.16;V;17.62;V;06.37;V;16.89;V;15.31;V;10.35;V;22.09;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2018;12;29;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00006;V;00007;V;00010;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2018;12;29;00030;V;00020;V;00018;V;00014;V;00018;V;00016;V;00011;V;00019;V;00027;V;00024;V;00024;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2018;12;29;00003;V;00004;V;00006;V;00001;V;00007;V;00004;V;00008;V;00005;V;00008;V;00013;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2018;12;29;00038;V;00027;V;00024;V;00020;V;00024;V;00022;V;00017;V;00029;V;00037;V;00040;V;00050;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2018;12;29;21.64;V;23.62;V;28.94;V;23.59;V;26.19;V;28.93;V;32.64;V;25.74;V;19.65;V;22.31;V;24.41;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
